operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,estimated_trMiB_ssd_p,estimated_trMiB_beegfs_p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p
1,1,977.3084866085834,2.888373374938965,10,10,0.009766922,[10],,,295.7301568435751,1,3099,frequency,41420-dc146,sifted.SIFT.chr4.txt,3,sifting,,,6799.079859956171,0.951363006883941,1879.7372793825978,0.951363006883941
0,0,99424.0,0.094818115234375,300,300,4.677e-05,[10],,,2027.3276723193285,1,1,individuals,195099-dc260,chr9n-2201-2401.tar.gz,1,,,,1887.3271631934276,0.09126838235294117,3836.092105249091,0.09126838235294117
1,1,8191.922137163246,2421.703544616699,300,300,19.935617067,[10],,,121.47622702010136,1,309981,individuals,195099-dc260,columns.txt,1,initial_data,,,24820.14948099236,0.003921494080464198,3876.9306204595614,0.003921494080464198
1,1,8191.922137163246,2421.703544616699,300,300,19.935617067,[10],,,121.47622702010136,1,309981,individuals,195099-dc260,ALL.chr9.250000.vcf,1,initial_data,,,24820.14948099236,0.003921494080464198,3876.9306204595614,0.003921494080464198
1,1,1156.280038449215,3.4415721893310547,10,10,0.009737721,[10],,,353.42686336269594,1,3121,frequency,32974-dc155,sifted.SIFT.chr6.txt,3,sifting,,,16149.587240504017,0.04305990834935384,2763.1301568439503,0.04305990834935384
1,1,1156.280038449215,3.4415721893310547,10,10,0.009737721,[10],,,353.42686336269594,1,3121,frequency,32974-dc155,chr6n.tar.gz,3,individuals_merge,,,16149.587240504017,0.04305990834935384,2763.1301568439503,0.04305990834935384
1,0,1156.280038449215,3.4415721893310547,10,10,0.009737721,[10],,,353.42686336269594,1,3121,frequency,32974-dc155,columns.txt,3,initial_data,,,16149.587240504017,0.04305990834935384,2763.1301568439503,0.04305990834935384
0,0,2122.7402726970404,6.087379455566406,10,10,0.016964149,[10],,,358.83789134169984,1,3007,frequency,32974-dc155,chr6-AFR-freq.tar.gz,3,initial_data,,,1563.3341491839847,0.3576628491852345,2805.981679507535,0.3576628491852345
1,0,160876.73983739837,18.871153831481934,10,10,0.003143444,[10],,,6003.337050534997,1,123,mutation_overlap,17556-dc177,columns.txt,3,initial_data,,,24836.878908260696,0.1501041090661366,3880.6212543476677,0.1501041090661366
1,1,160876.73983739837,18.871153831481934,10,10,0.003143444,[10],,,6003.337050534997,1,123,mutation_overlap,17556-dc177,chr7n.tar.gz,3,individuals_merge,,,24836.878908260696,0.1501041090661366,3880.6212543476677,0.1501041090661366
1,1,160876.73983739837,18.871153831481934,10,10,0.003143444,[10],,,6003.337050534997,1,123,mutation_overlap,17556-dc177,sifted.SIFT.chr7.txt,3,sifting,,,24836.878908260696,0.1501041090661366,3880.6212543476677,0.1501041090661366
0,0,780750.8571428572,15.636222839355469,10,10,0.005316961,[10],,,2940.8195469847283,1,21,mutation_overlap,17556-dc177,chr7-ALL.tar.gz,3,initial_data,,,1968.8557980741557,0.7435804009103641,4321.376589171958,0.7435804009103641
1,1,8191.922137163246,2421.703544616699,300,300,19.973246108,[10],,,121.24736918185373,1,309981,individuals,194926-dc260,columns.txt,1,initial_data,,,24820.14948099236,0.003921494080464198,3876.9306204595614,0.003921494080464198
0,0,85107.0,0.08116436004638672,300,300,3.737e-05,[10],,,2171.912230302026,1,1,individuals,194926-dc260,chr9n-5001-5201.tar.gz,1,,,,1885.602700870851,0.07756108302696078,3825.908286309757,0.07756108302696078
1,1,8191.922137163246,2421.703544616699,300,300,19.973246108,[10],,,121.24736918185373,1,309981,individuals,194926-dc260,ALL.chr9.250000.vcf,1,initial_data,,,24820.14948099236,0.003921494080464198,3876.9306204595614,0.003921494080464198
1,1,1430.5326016785023,4.226484298706055,10,10,0.009593183,[10],,,440.5716328674283,1,3098,frequency,196647-dc260,sifted.SIFT.chr9.txt,3,sifting,,,16444.956518579205,0.13233483127555412,2775.29016079707,0.13233483127555412
0,0,2952.905315614618,8.47649097442627,10,10,0.017012833,[10],,,498.2410028021946,1,3010,frequency,196647-dc260,chr9-EUR-freq.tar.gz,3,initial_data,,,1600.8225393105943,0.6278988657599668,2842.79013195793,0.6278988657599668
1,0,1430.5326016785023,4.226484298706055,10,10,0.009593183,[10],,,440.5716328674283,1,3098,frequency,196647-dc260,columns.txt,3,initial_data,,,16444.956518579205,0.13233483127555412,2775.29016079707,0.13233483127555412
1,1,1430.5326016785023,4.226484298706055,10,10,0.009593183,[10],,,440.5716328674283,1,3098,frequency,196647-dc260,chr9n.tar.gz,3,individuals_merge,,,16444.956518579205,0.13233483127555412,2775.29016079707,0.13233483127555412
1,1,8191.921474379654,2421.75803565979,300,300,19.631526253,[10],,,123.36066001438415,1,309988,individuals,6826-dc111,ALL.chr2.250000.vcf,1,initial_data,,,24820.15967517859,0.003921493445905765,3876.9329991014793,0.003921493445905765
0,0,86270.0,0.08227348327636719,300,300,4.563e-05,[10],,,1803.0568327058336,1,1,individuals,6826-dc111,chr2n-4001-4201.tar.gz,1,,,,1885.7427825696118,0.07867455575980392,3826.7355393255034,0.07867455575980392
1,1,8191.921474379654,2421.75803565979,300,300,19.631526253,[10],,,123.36066001438415,1,309988,individuals,6826-dc111,columns.txt,1,initial_data,,,24820.15967517859,0.003921493445905765,3876.9329991014793,0.003921493445905765
0,0,90648.0,0.08644866943359375,300,300,4.682e-05,[10],,,1846.4047294659065,1,1,individuals,15997-dc177,chr7n-5201-5401.tar.gz,1,,,,1886.2701064536825,0.08286611519607844,3829.8496525696473,0.08286611519607844
1,1,8191.911930553494,2421.802088737488,300,300,19.751699881,[10],,,122.61233733442468,1,309994,individuals,15997-dc177,columns.txt,1,initial_data,,,24820.167889117023,0.003921484308510928,3876.934915698439,0.003921484308510928
1,1,8191.911930553494,2421.802088737488,300,300,19.751699881,[10],,,122.61233733442468,1,309994,individuals,15997-dc177,ALL.chr7.250000.vcf,1,initial_data,,,24820.167889117023,0.003921484308510928,3876.934915698439,0.003921484308510928
1,1,1493.005282784338,4.5819196701049805,10,10,0.010586104,[10],,,432.8239803902342,1,3218,frequency,17786-dc026,chr1n.tar.gz,3,individuals_merge,,,16512.18856717919,0.15267099048969338,2778.060227663037,0.15267099048969338
1,1,1493.005282784338,4.5819196701049805,10,10,0.010586104,[10],,,432.8239803902342,1,3218,frequency,17786-dc026,sifted.SIFT.chr1.txt,3,sifting,,,16512.18856717919,0.15267099048969338,2778.060227663037,0.15267099048969338
1,0,1493.005282784338,4.5819196701049805,10,10,0.010586104,[10],,,432.8239803902342,1,3218,frequency,17786-dc026,columns.txt,3,initial_data,,,16512.18856717919,0.15267099048969338,2778.060227663037,0.15267099048969338
0,0,2257.617891586299,6.474167823791504,10,10,0.016619299,[10],,,389.55721440426,1,3007,frequency,17786-dc026,chr1-SAS-freq.tar.gz,3,initial_data,,,1569.424980799433,0.40156832408408166,2811.9619791609707,0.40156832408408166
1,1,1411.2569399612653,4.169534683227539,10,10,0.009812873,[10],,,424.90458026181926,1,3098,frequency,196643-dc260,chr9n.tar.gz,3,individuals_merge,,,16424.197195680055,0.12606020181030772,2774.4355017865837,0.12606020181030772
1,1,1411.2569399612653,4.169534683227539,10,10,0.009812873,[10],,,424.90458026181926,1,3098,frequency,196643-dc260,sifted.SIFT.chr9.txt,3,sifting,,,16424.197195680055,0.12606020181030772,2774.4355017865837,0.12606020181030772
1,0,1411.2569399612653,4.169534683227539,10,10,0.009812873,[10],,,424.90458026181926,1,3098,frequency,196643-dc260,columns.txt,3,initial_data,,,16424.197195680055,0.12606020181030772,2774.4355017865837,0.12606020181030772
0,0,2060.8097771865646,5.909781455993652,10,10,0.01583978,[10],,,373.09744554492875,1,3007,frequency,196643-dc260,chr9-GBR-freq.tar.gz,3,initial_data,,,1560.5374789645516,0.3375031826779182,2803.2357612159126,0.3375031826779182
1,1,8191.929237568348,2421.8150177001953,300,300,19.607706559,[10],,,123.51342623436878,1,309995,individuals,65447-dc148,ALL.chr5.250000.vcf,1,initial_data,,,24820.170361208417,0.00392150087849298,3876.9354924950358,0.00392150087849298
0,0,72864.0,0.069488525390625,300,300,3.6379e-05,[10],,,1910.1274194074879,1,1,individuals,65447-dc148,chr5n-1001-1201.tar.gz,1,,,,1884.1280489035885,0.06583946078431373,3817.1997233933453,0.06583946078431373
1,1,8191.929237568348,2421.8150177001953,300,300,19.607706559,[10],,,123.51342623436878,1,309995,individuals,65447-dc148,columns.txt,1,initial_data,,,24820.170361208417,0.00392150087849298,3876.9354924950358,0.00392150087849298
1,1,8191.929237568348,2421.8150177001953,300,300,19.663872026,[10],,,123.16063766576688,1,309995,individuals,65532-dc148,columns.txt,1,initial_data,,,24820.170361208417,0.00392150087849298,3876.9354924950358,0.00392150087849298
1,1,8191.929237568348,2421.8150177001953,300,300,19.663872026,[10],,,123.16063766576688,1,309995,individuals,65532-dc148,ALL.chr5.250000.vcf,1,initial_data,,,24820.170361208417,0.00392150087849298,3876.9354924950358,0.00392150087849298
0,0,86479.0,0.0824728012084961,300,300,4.2669e-05,[10],,,1932.8505755582762,1,1,individuals,65532-dc148,chr5n-4201-4401.tar.gz,1,,,,1885.7679563228714,0.07887465533088235,3826.884203023088,0.07887465533088235
1,1,24406.31067961165,2.3973941802978516,10,10,0.000569272,[10],,,4211.33338772652,1,103,mutation_overlap,196118-dc273,chr10n.tar.gz,3,individuals_merge,,,24416.978846838956,0.019445380169664954,3782.8349613423597,0.019445380169664954
1,0,24406.31067961165,2.3973941802978516,10,10,0.000569272,[10],,,4211.33338772652,1,103,mutation_overlap,196118-dc273,columns.txt,3,initial_data,,,24416.978846838956,0.019445380169664954,3782.8349613423597,0.019445380169664954
1,1,24406.31067961165,2.3973941802978516,10,10,0.000569272,[10],,,4211.33338772652,1,103,mutation_overlap,196118-dc273,sifted.SIFT.chr10.txt,3,sifting,,,24416.978846838956,0.019445380169664954,3782.8349613423597,0.019445380169664954
0,0,111531.0,0.8509140014648438,10,10,0.000355195,[10],,,2395.6249425381657,1,8,mutation_overlap,196118-dc273,chr10-AMR.tar.gz,3,initial_data,,,1888.758624431072,0.1028597962622549,3844.736437577719,0.1028597962622549
1,1,8191.912230276168,2421.794364929199,300,300,19.659928812,[10],,,123.18428963237078,1,309993,individuals,25149-dc135,ALL.chr3.250000.vcf,1,initial_data,,,24820.166444775197,0.003921484595469676,3876.9345786852778,0.003921484595469676
0,0,88802.0,0.08468818664550781,300,300,4.1529e-05,[10],,,2039.2541752873367,1,1,individuals,25149-dc135,chr3n-5401-5601.tar.gz,1,,,,1886.0477583746524,0.08109872855392157,3828.536575125908,0.08109872855392157
1,1,8191.912230276168,2421.794364929199,300,300,19.659928812,[10],,,123.18428963237078,1,309993,individuals,25149-dc135,columns.txt,1,initial_data,,,24820.166444775197,0.003921484595469676,3876.9345786852778,0.003921484595469676
1,1,8191.928799979357,2422.0726985931396,300,300,20.220372405,[10],,,119.78378291362333,1,310028,individuals,194452-dc273,ALL.chr10.250000.vcf,1,initial_data,,,24820.218576395022,0.003921500459539059,3876.94674269422,0.003921500459539059
1,1,8191.928799979357,2422.0726985931396,300,300,20.220372405,[10],,,119.78378291362333,1,310028,individuals,194452-dc273,columns.txt,1,initial_data,,,24820.218576395022,0.003921500459539059,3876.94674269422,0.003921500459539059
0,0,77351.0,0.07376766204833984,300,300,3.794e-05,[10],,,1944.3242500880297,1,1,individuals,194452-dc273,chr10n-3401-3601.tar.gz,1,,,,1884.6685016828997,0.07013537837009803,3820.391369379291,0.07013537837009803
1,1,8191.911930553494,2421.802088737488,300,300,19.752599129,[10],,,122.6067553399538,1,309994,individuals,15873-dc177,columns.txt,1,initial_data,,,24820.167889117023,0.003921484308510928,3876.934915698439,0.003921484308510928
1,1,8191.911930553494,2421.802088737488,300,300,19.752599129,[10],,,122.6067553399538,1,309994,individuals,15873-dc177,ALL.chr7.250000.vcf,1,initial_data,,,24820.167889117023,0.003921484308510928,3876.934915698439,0.003921484308510928
0,0,93448.0,0.08911895751953125,300,300,5.0459e-05,[10],,,1766.1657488164897,1,1,individuals,15873-dc177,chr7n-1401-1601.tar.gz,1,,,,1886.6073624782139,0.085546875,3831.841319331548,0.085546875
1,1,8191.773596540132,924.8650636672974,10,10,7.555937021,[10],,,122.40243150476854,1,118386,sifting,195109-dc273,ALL.chr10.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,2,initial_data,,,24540.06482549738,0.003921351865560022,3811.577601966439,0.003921351865560022
0,0,614177.0,0.5857248306274414,10,10,0.000162858,[10],,,3596.537048394561,1,1,sifting,195109-dc273,sifted.SIFT.chr10.txt,2,,,,1949.3284311918267,0.584100222120098,4202.240834066517,0.584100222120098
1,1,24145.076923076922,2.993450164794922,10,10,0.000815725,[10],,,3669.680547727386,1,130,mutation_overlap,26700-dc135,chr3n.tar.gz,3,individuals_merge,,,24416.292500730397,0.019195271257541478,3782.675178332265,0.019195271257541478
1,0,24145.076923076922,2.993450164794922,10,10,0.000815725,[10],,,3669.680547727386,1,130,mutation_overlap,26700-dc135,columns.txt,3,initial_data,,,24416.292500730397,0.019195271257541478,3782.675178332265,0.019195271257541478
1,1,24145.076923076922,2.993450164794922,10,10,0.000815725,[10],,,3669.680547727386,1,130,mutation_overlap,26700-dc135,sifted.SIFT.chr3.txt,3,sifting,,,24416.292500730397,0.019195271257541478,3782.675178332265,0.019195271257541478
0,0,100624.5,0.7677040100097656,10,10,0.000315446,[10],,,2433.7097633501953,1,8,mutation_overlap,26700-dc135,chr3-GBR.tar.gz,3,initial_data,,,1887.4475736860147,0.09241775811887255,3836.9753610096827,0.09241775811887255
1,1,1208.6111471160077,3.5569896697998047,10,10,0.010442536,[10],,,340.62508089986994,1,3086,frequency,30109-dc257,chr8n.tar.gz,3,individuals_merge,,,16205.957596935741,0.06009477445182543,2765.4504293242962,0.06009477445182543
1,1,1208.6111471160077,3.5569896697998047,10,10,0.010442536,[10],,,340.62508089986994,1,3086,frequency,30109-dc257,sifted.SIFT.chr8.txt,3,sifting,,,16205.957596935741,0.06009477445182543,2765.4504293242962,0.06009477445182543
0,0,2659.057494184114,7.6304473876953125,10,10,0.019251426,[10],,,396.3575159416925,1,3009,frequency,30109-dc257,chr8-AFR-freq.tar.gz,3,initial_data,,,1587.5530483833331,0.5322452780547247,2829.7612964837595,0.5322452780547247
1,0,1208.6111471160077,3.5569896697998047,10,10,0.010442536,[10],,,340.62508089986994,1,3086,frequency,30109-dc257,columns.txt,3,initial_data,,,16205.957596935741,0.06009477445182543,2765.4504293242962,0.06009477445182543
0,0,107748.0,0.10275650024414062,300,300,5.387e-05,[10],,,1907.490258847979,1,1,individuals,31366-dc155,chr6n-1401-1601.tar.gz,1,,,,1888.3297771749267,0.09923789828431373,3842.013046008399,0.09923789828431373
1,1,8191.92760505042,2421.806722640991,300,300,19.789233558,[10],,,122.38001616095693,1,309994,individuals,31366-dc155,columns.txt,1,initial_data,,,24820.168804074146,0.003921499315497109,3876.935129166358,0.003921499315497109
1,1,8191.92760505042,2421.806722640991,300,300,19.789233558,[10],,,122.38001616095693,1,309994,individuals,31366-dc155,ALL.chr6.250000.vcf,1,initial_data,,,24820.168804074146,0.003921499315497109,3876.935129166358,0.003921499315497109
0,0,70542.0,0.06727409362792969,300,300,4.412e-05,[10],,,1524.798132999313,1,1,individuals,312-dc148,chr5n-2001-2201.tar.gz,1,,,,1883.848367300388,0.0636163449754902,3815.5480626000826,0.0636163449754902
1,1,8191.929237568348,2421.8150177001953,300,300,19.605164755,[10],,,123.52943971473374,1,309995,individuals,312-dc148,columns.txt,1,initial_data,,,24820.170361208417,0.00392150087849298,3876.9354924950358,0.00392150087849298
1,1,8191.929237568348,2421.8150177001953,300,300,19.605164755,[10],,,123.52943971473374,1,309995,individuals,312-dc148,ALL.chr5.250000.vcf,1,initial_data,,,24820.170361208417,0.00392150087849298,3876.9354924950358,0.00392150087849298
0,0,1966.81709344862,5.6402387619018555,10,10,0.016545911,[10],,,340.88414726163194,1,3007,frequency,33028-dc155,chr6-ALL-freq.tar.gz,3,initial_data,,,1556.292937769011,0.306906605940306,2799.0682468527984,0.306906605940306
1,0,1156.0682473566164,3.44094181060791,10,10,0.009891504,[10],,,347.86841420757753,1,3121,frequency,33028-dc155,columns.txt,3,initial_data,,,16149.359149040352,0.04299096593639858,2763.1207662858706,0.04299096593639858
1,1,1156.0682473566164,3.44094181060791,10,10,0.009891504,[10],,,347.86841420757753,1,3121,frequency,33028-dc155,chr6n.tar.gz,3,individuals_merge,,,16149.359149040352,0.04299096593639858,2763.1207662858706,0.04299096593639858
1,1,1156.0682473566164,3.44094181060791,10,10,0.009891504,[10],,,347.86841420757753,1,3121,frequency,33028-dc155,sifted.SIFT.chr6.txt,3,sifting,,,16149.359149040352,0.04299096593639858,2763.1207662858706,0.04299096593639858
0,0,92242.0,0.08796882629394531,300,300,4.934e-05,[10],,,1782.9109504245098,1,1,individuals,31483-dc155,chr6n-2001-2201.tar.gz,1,,,,1886.4621014905047,0.08439223345588236,3830.983480004815,0.08439223345588236
1,1,8191.92760505042,2421.806722640991,300,300,19.760717219,[10],,,122.556620582193,1,309994,individuals,31483-dc155,columns.txt,1,initial_data,,,24820.168804074146,0.003921499315497109,3876.935129166358,0.003921499315497109
1,1,8191.92760505042,2421.806722640991,300,300,19.760717219,[10],,,122.556620582193,1,309994,individuals,31483-dc155,ALL.chr6.250000.vcf,1,initial_data,,,24820.168804074146,0.003921499315497109,3876.935129166358,0.003921499315497109
1,1,8191.928799979357,2422.0726985931396,300,300,20.223645272,[10],,,119.76439786285923,1,310028,individuals,194647-dc273,ALL.chr10.250000.vcf,1,initial_data,,,24820.218576395022,0.003921500459539059,3876.94674269422,0.003921500459539059
1,1,8191.928799979357,2422.0726985931396,300,300,20.223645272,[10],,,119.76439786285923,1,310028,individuals,194647-dc273,columns.txt,1,initial_data,,,24820.218576395022,0.003921500459539059,3876.94674269422,0.003921500459539059
0,0,81659.0,0.07787609100341797,300,300,3.6639e-05,[10],,,2125.497175234531,1,1,individuals,194647-dc273,chr10n-5801-6001.tar.gz,1,,,,1885.187394166357,0.07425991881127451,3823.455690954387,0.07425991881127451
1,1,1189.7252106286455,3.5014076232910156,10,10,0.009925732,[10],,,352.76064508804143,1,3086,frequency,30115-dc257,chr8n.tar.gz,3,individuals_merge,,,16185.617934456128,0.053947008668178885,2764.613050382046,0.053947008668178885
1,1,1189.7252106286455,3.5014076232910156,10,10,0.009925732,[10],,,352.76064508804143,1,3086,frequency,30115-dc257,sifted.SIFT.chr8.txt,3,sifting,,,16185.617934456128,0.053947008668178885,2764.613050382046,0.053947008668178885
0,0,2032.0285999334885,5.827245712280273,10,10,0.015992984,[10],,,364.3626300307856,1,3007,frequency,30115-dc257,chr8-GBR-freq.tar.gz,3,initial_data,,,1559.2377725656213,0.32813430987418246,2801.959640939105,0.32813430987418246
1,0,1189.7252106286455,3.5014076232910156,10,10,0.009925732,[10],,,352.76064508804143,1,3086,frequency,30115-dc257,columns.txt,3,initial_data,,,16185.617934456128,0.053947008668178885,2764.613050382046,0.053947008668178885
0,0,97198.0,0.09269523620605469,300,300,4.521e-05,[10],,,2050.325950144983,1,1,individuals,15876-dc177,chr7n-2401-2601.tar.gz,1,,,,1887.059044653925,0.08913717830882353,3834.5087301733797,0.08913717830882353
1,1,8191.911930553494,2421.802088737488,300,300,19.752027273,[10],,,122.61030502159979,1,309994,individuals,15876-dc177,columns.txt,1,initial_data,,,24820.167889117023,0.003921484308510928,3876.934915698439,0.003921484308510928
1,1,8191.911930553494,2421.802088737488,300,300,19.752027273,[10],,,122.61030502159979,1,309994,individuals,15876-dc177,ALL.chr7.250000.vcf,1,initial_data,,,24820.167889117023,0.003921484308510928,3876.934915698439,0.003921484308510928
1,1,8191.930583199192,2421.8310403823853,300,300,19.585600396,[10],,,123.65365326645794,1,309997,individuals,39875-dc146,columns.txt,1,initial_data,,,24820.173363437512,0.00392150216681908,3876.9361930125574,0.00392150216681908
